theta1,theta2,w1,w2
-0.2715811022,-1.1618871936,-0.5603484066,-2.084440703
-0.2773070957,-1.1821927162,-0.5833342257,-1.9772240271
-0.2832478452,-1.2014317587,-0.6033540769,-1.8711155263
-0.2893742404,-1.2196151126,-0.6205206647,-1.7660596498
-0.2956583259,-1.2367530382,-0.6349516468,-1.662005789
-0.3020733447,-1.2528553147,-0.6467685671,-1.5589081333
-0.3085937722,-1.2679312864,-0.6560959907,-1.4567253247
-0.3151953426,-1.2819899051,-0.6630607944,-1.3554199834
-0.3218550691,-1.2950397679,-0.6677915728,-1.2549581579
-0.3285512578,-1.3070891475,-0.6704181363,-1.1553087388
-0.335263518,-1.3181460187,-0.6710710804,-1.0564428665
-0.3419727677,-1.3282180773,-0.6698814115,-0.9583333523
-0.3486612364,-1.3373127544,-0.6669802205,-0.8609541299
-0.3553124638,-1.3454372246,-0.6624983949,-0.7642797449
-0.3619112973,-1.3525984097,-0.6565663651,-0.668284892
-0.3684438853,-1.3588029784,-0.6493138789,-0.5729440009
-0.3748976698,-1.3640573414,-0.6408698013,-0.478230875
-0.3812613769,-1.3683676432,-0.6313619367,-0.3841183828
-0.3875250045,-1.371739752,-0.6209168693,-0.2905782002
-0.3936798104,-1.374179246,-0.6096598192,-0.1975806049
-0.3997182971,-1.3756913988,-0.5977145113,-0.1050943185
-0.4056341967,-1.3762811632,-0.585203053,-0.0130863964
-0.411422454,-1.3759531539,-0.5722458172,0.0784778361
-0.4170792084,-1.3747116302,-0.5589613262,0.1696348049
-0.4226017752,-1.3725604784,-0.5454661317,0.2604226633
-0.4279886251,-1.3695031946,-0.5318746863,0.3508812257
-0.4332393622,-1.365542869,-0.5182991989,0.4410518557
-0.4383547013,-1.3606821704,-0.5048494683,0.5309773085
-0.4433364428,-1.3549233338,-0.491632687,0.6207015216
-0.4481874451,-1.3482681493,-0.4787532042,0.7102693493
-0.4529115954,-1.340717955,-0.4663122401,0.7997262318
-0.4575137769,-1.3322736321,-0.4544075352,0.8891177896
-0.4619998313,-1.3229356062,-0.4431329233,0.9784893263
-0.4663765184,-1.3127038526,-0.4325778084,1.0678852247
-0.470651468,-1.3015779094,-0.4228265257,1.1573482107
-0.4748331265,-1.2895568974,-0.4139575629,1.2469184583
-0.4789306935,-1.2766395512,-0.4060426132,1.3366325007
-0.4829540488,-1.2628242611,-0.3991454277,1.4265219066
-0.486913667,-1.2481091306,-0.3933204286,1.5166116716
-0.4908205163,-1.2324920502,-0.3886110409,1.6069182682
-0.4946859394,-1.215970794,-0.3850476942,1.6974472886
-0.4985215129,-1.1985431413,-0.3826454422,1.7881906066
-0.5023388802,-1.1802070289,-0.3814011459,1.8791229809
-0.5061495548,-1.1609607413,-0.3812901664,1.9701980196
-0.5099646869,-1.1408031438,-0.3822625214,2.0613434319
-0.5137947898,-1.1197339669,-0.3842384747,2.1524555109
-0.5176494187,-1.0977541508,-0.3871035568,2.2433928236
-0.5215367971,-1.0748662554,-0.3907030641,2.333969145
-0.5254633856,-1.0510749455,-0.3948361527,2.4239457619
-0.5294333907,-1.0263875556,-0.3992497529,2.5130234048
-0.5334482117,-1.0008147362,-0.4036326623,2.6008342504
-0.5375058315,-0.9743711776,-0.4076103599,2.6869346633
-0.5416001602,-0.9470764018,-0.4107412841,2.7707996266
-0.5457203512,-0.9189555975,-0.4125155362,2.8518200925
-0.5498501194,-0.8900404643,-0.412357152,2.9293047392
-0.5539671028,-0.860370013,-0.4096311721,3.0024877459
-0.5580423219,-0.829991254,-0.4036566475,3.070544089
-0.5620398011,-0.7989596921,-0.3937263601,3.1326134061
-0.5659164222,-0.7673395381,-0.3791333404,3.187832568
-0.5696220752,-0.7352035536,-0.3592032472,3.2353757649
-0.5731001581,-0.7026324619,-0.333330442,3.2744992915
-0.5762884488,-0.6697138981,-0.3010143978,3.3045866501
-0.579120332,-0.6365409192,-0.2618922705,3.3251885332
-0.5815263219,-0.6032101543,-0.2157633677,3.3360521484
-0.5834357803,-0.5698197277,-0.1626020553,3.3371354492
-0.5847786979,-0.5364671225,-0.1025572739,3.3286040256
-0.5854874046,-0.5032471638,-0.0359389162,3.310811182
-0.5854980801,-0.4702502788,0.0368066741,3.2842643761
-0.5847519751,-0.4375611496,0.1151284,3.2495830335
-0.5831962891,-0.4052578172,0.1984050642,3.20745342
-0.5807846972,-0.3734112367,0.2859790482,3.1585857594
-0.5774775543,-0.3420852401,0.3771860142,3.1036774724
-0.5732418266,-0.3113368282,0.4713788385,3.0433847585
-0.5680508163,-0.2812167028,0.5679451399,2.9783031766
-0.561883742,-0.2517699475,0.6663186764,2.9089566744
-0.5547252347,-0.2230367803,0.7659854585,2.8357937766
-0.5465647959,-0.1950533109,0.8664856903,2.759189319
-0.5373962548,-0.1678522577,0.9674126745,2.6794501167
-0.5272172484,-0.1414635926,1.0684096973,2.5968231469
-0.516028741,-0.1159150937,1.1691657119,2.5115051083
-0.5038345911,-0.0912327985,1.269410428,2.4236525185
-0.4906411689,-0.0674413548,1.3689092197,2.3333917821
-0.4764570253,-0.0445642723,1.4674580987,2.2408288825
-0.4612926104,-0.0226240796,1.5648788746,2.146058527
-0.4451600386,-0.0016423924,1.6610145271,2.0491726947
-0.4280729002,0.0183601,1.7557247524,1.9502686278
-0.4100461158,0.0373637262,1.848881601,1.84945636
-0.3910958345,0.0553499977,1.9403651015,1.7468659115
-0.3712393765,0.0723018434,2.0300587502,1.6426542929
-0.3504952213,0.0882039147,2.1178447504,1.5370124617
-0.3288830451,0.1030429601,2.2035988952,1.4301723579
-0.3064238117,0.1168082699,2.2871850128,1.3224141127
-0.2831399213,0.1294921951,2.3684489357,1.2140734652
-0.2590554213,0.141090741,2.4472120153,1.1055493384
-0.2341962848,0.1516042368,2.5232642912,0.9973114015
-0.2085907587,0.1610380809,2.5963575454,0.8899072769
-0.1822697802,0.1694035538,2.6661986237,0.7839688337
-0.1552674583,0.1767186896,2.7324435957,0.680216748
-0.1276216076,0.1830091799,2.7946935366,0.5794622152
-0.0993743134,0.1883092787,2.8524929215,0.482604419
-0.0705724979,0.1926626561,2.9053317848,0.3906221537
-0.0412684418,0.1961231356,2.952652845,0.3045579609
-0.011520208,0.1987552306,2.9938646447,0.2254933982
0.0186080985,0.2006343876,3.0283613251,0.1545147227
0.0490463028,0.2018468374,3.0555489011,0.0926694034
0.0797184242,0.2024889703,3.0748768397,0.0409154398
0.1105432792,0.2026661745,3.0858725388,6.72E-05
0.1414354344,0.2024911303,3.0881751903,-0.0292567144
0.1723064856,0.2020816041,3.0815648556,-0.0466778625
0.2030665934,0.201557859,3.0659826736,-0.0520876965
0.2336261665,0.2010398487,3.0415390972,-0.045658968
0.2638975636,0.2006443992,3.0085087879,-0.0278363342
0.2937966767,0.2004825879,2.9673128812,0.0006924972
0.323244279,0.2006575001,2.9184912543,0.0390411019
0.3521670553,0.2012624931,2.8626686968,0.0861782489
0.3804982732,0.2023800303,2.8005192805,0.140984889
0.4081781005,0.2040810859,2.7327327793,0.2023083669
0.4351536041,0.2064250645,2.6599859666,0.2690095053
0.4613784922,0.2094601488,2.5829203748,0.3400000513
0.4868126675,0.2132239698,2.5021269366,0.4142697087
0.5114216616,0.2177444963,2.4181370393,0.4909033212
0.5351760092,0.2230410493,2.3314189829,0.5690896018
0.5580506109,0.2291253663,2.2423785969,0.6481231859
0.58002412,0.236002657,2.1513627807,0.7274018095
0.6010783768,0.2436726106,2.0586648752,0.8064202215
0.6211979021,0.2521303301,1.9645309927,0.8847621446
0.6403694586,0.2613671781,1.8691666579,0.9620912772
0.6585816779,0.2713715309,1.7727433173,1.0381420337
0.6758247514,0.2821294397,1.6754044481,1.1127104732
0.6920901799,0.2936252018,1.5772711242,1.1856456767
0.707370576,0.3058418503,1.478446997,1.256841689
0.7216595133,0.3187615638,1.3790227066,1.3262300478
0.734951417,0.3323660063,1.2790797886,1.3937728543
0.7472414912,0.3466365988,1.1786941573,1.4594563028
0.7585256793,0.3615547292,1.077939266,1.5232845648
0.7688006542,0.3771019021,0.9768890434,1.5852739128
0.778063838,0.393259831,0.8756207042,1.6454469693
0.7863134481,0.4100104729,0.7742175246,1.7038269754
0.7935485719,0.4273360059,0.6727716598,1.7604319843
0.7997692701,0.4452187482,0.5713870629,1.8152689105
0.8049767094,0.4636410161,0.4701825396,1.8683273929
0.8091733266,0.4825849203,0.3692949398,1.9195734774
0.8123630256,0.502032098,0.2688824416,1.968943183
0.8145514066,0.5219633803,0.1691278277,2.0163360928
0.8157460289,0.5423583965,0.0702415798,2.0616092124
0.815956702,0.5631951183,-0.0275354632,2.1045714553
0.8151958014,0.584449354,-0.1239302343,2.1449792454
0.813478597,0.6060942051,-0.2186367923,2.1825338621
0.8108235814,0.6280995074,-0.3113174115,2.2168812559
0.8072527774,0.650431284,-0.4016059445,2.2476151169
0.8027919985,0.6730512473,-0.4891139538,2.2742839258
0.7974710336,0.6959163934,-0.5734399546,2.2964025276
0.7913237235,0.718978735,-0.6541818469,2.3134683962
0.7843878972,0.7421852208,-0.7309522128,2.324982222
0.7767051422,0.7654778797,-0.8033956801,2.3304717779
0.7683203946,0.7887942165,-0.8712070575,2.3295173283
0.7592813469,0.8120678644,-0.9341485571,2.321776275
0.7496376934,0.8352294735,-0.9920642418,2.3070044593
0.7394402492,0.858207789,-1.0448899695,2.2850716857
0.7287399962,0.880930851,-1.092657561,2.255969629
0.7175871182,0.9033272313,-1.135492636,2.2198112515
0.7060300895,0.9253272231,-1.1736063924,2.1768219914
0.6941148737,0.9468639019,-1.2072823674,2.1273240401
0.6818842768,0.9678740012,-1.2368597644,2.0717157869
0.6693774792,0.9882985628,-1.2627151611,2.0104488577
0.656629755,1.0080833529,-1.285244336,1.9440050844
0.6436723677,1.027179052,-1.3048456316,1.8728753325
0.630532622,1.0455412461,-1.3219058231,1.7975415152
0.6172340437,1.063130257,-1.3367889877,1.718462487
0.6037966534,1.0799108511,-1.3498284628,1.6360639598
0.5902373079,1.0958518672,-1.3613216729,1.5507321701
0.5765700776,1.1109257989,-1.3715274213,1.462810769
0.5628066415,1.12510836,-1.380665155,1.3726002939
0.5489566803,1.1383780561,-1.3889157081,1.2803595663
0.5350282556,1.1507157785,-1.3964230734,1.1863084205
0.5210281677,1.1621044301,-1.40329682,1.0906312589
0.5069622866,1.1725285904,-1.40961486,0.9934810356
0.4928358545,1.1819742214,-1.4154263369,0.8949833701
0.4786537586,1.1904284152,-1.4207544811,0.7952405795
0.4644207765,1.1978791801,-1.4255993295,0.6943354905
0.4501417947,1.2043152641,-1.4299402485,0.5923349456
0.4358220038,1.2097260124,-1.4337382329,0.4892929598
0.4214670708,1.2141012532,-1.4369379734,0.3852535104
0.4070832922,1.2174312107,-1.4394697015,0.280252963
0.3926777306,1.2197064405,-1.4412508286,0.1743221453
0.3782583345,1.2209177831,-1.442187403,0.0674880886
0.3638340456,1.2210563343,-1.4421754083,-0.0402245415
0.3494148929,1.220113428,-1.4411019287,-0.1487923044
0.3350120762,1.2180806286,-1.4388462055,-0.2581921133
0.3206380397,1.2149497315,-1.4352806062,-0.3684006145
0.3063065361,1.2107127681,-1.4302715254,-0.4793938026
0.2920326817,1.2053620136,-1.4236802354,-0.5911468568
0.2778330035,1.1988899957,-1.4153637,-0.7036341867
0.2637254787,1.1912895015,-1.4051753635,-0.816829677
0.2497295654,1.1825535806,-1.3929659229,-0.930707121
0.2358662268,1.1726755441,-1.3785840919,-1.0452408341
0.2221579469,1.1616489551,-1.3618773593,-1.1604064361
0.2086287389,1.1494676122,-1.3426927471,-1.2761817922
0.1953041465,1.1361255211,-1.3208775696,-1.3925480976
0.1822112366,1.1216168562,-1.2962801955,-1.509491091
0.1693785857,1.1059359083,-1.2687508171,-1.6270023736
0.1568362568,1.0890770195,-1.2381422313,-1.7450808081
0.1446157704,1.0710345034,-1.2043106415,-1.8637339624
0.1327500657,1.0518025506,-1.1671164972,-1.9829795526
0.1212734543,1.0313751201,-1.1264253957,-2.1028468255
0.1102215633,1.0097458176,-1.0821090847,-2.2233778033
0.0996312695,0.9869077616,-1.0340466254,-2.3446282867
0.0895406188,0.9628534418,-0.9821257994,-2.4666684795
0.079988732,0.9375745728,-0.9262448807,-2.5895830505
0.0710156897,0.9110619513,-0.8663149422,-2.713470387
0.0626623907,0.8833053245,-0.8022629313,-2.83844071
0.0549703761,0.8542932853,-0.7340358347,-2.9646126057
0.047981604,0.8240132104,-0.6616063638,-3.0921073838
0.0417381599,0.7924512681,-0.584980733,-3.221040475
0.0362818758,0.7595925288,-0.5042092801,-3.3515088418
0.0316538278,0.7254212247,-0.4194008756,-3.4835730862
0.0278936668,0.6899212187,-0.3307422861,-3.6172326217
0.0250387287,0.6530767606,-0.238523836,-3.7523919857
0.0231228522,0.6148736301,-0.1431727733,-3.8888162201
0.0221748208,0.5753007859,-0.0452955152,-4.0260734602
0.022216337,0.5343526557,0.0542708474,-4.1634638256
0.0232594353,0.4920322065,0.1543991951,-4.2999359796
0.0253032715,0.4483549006,0.2536098924,-4.4339970503
0.0283302903,0.4033535623,0.3500151803,-4.5636286851
0.0323019082,0.3570840054,0.4412877066,-4.686231839
0.0371540586,0.3096309954,0.5246782154,-4.7986336774
0.0427932325,0.2611137326,0.5971119531,-4.8971966704
0.0490939485,0.2116896352,0.6553882512,-4.97806393
0.0558987688,0.1615549363,0.6964863368,-5.0375468573
0.0630218542,0.1109407521,0.7179417839,-5.0726096964
0.0702564725,0.060104034,0.7182142782,-5.0813467186
0.0773858893,0.0093141187,0.6969436778,-5.0633153868
0.0841960148,-0.0411630048,0.6550110599,-5.0196146443
0.0904875684,-0.0910797768,0.59438386,-4.9526807151
0.0960856884,-0.1402187912,0.5177980811,-4.8658713641
0.1008457744,-0.1883996027,0.4283757356,-4.7629694016
0.10465544,-0.2354805113,0.3292739006,-4.6477328974
0.1074333034,-0.2813563317,0.22342559,-4.5235704181
0.1091257225,-0.3259536381,0.1133888745,-4.3933608812
0.1097025449,-0.3692249038,0.0012893463,-4.2593961663
0.1091526844,-0.4111425896,-0.1111723654,-4.1234075169
0.1074800236,-0.451693816,-0.2226761905,-3.9866377266
0.1046998848,-0.4908759039,-0.3322228946,-3.8499304877
0.1008361333,-0.5286928414,-0.4390727954,-3.7138190229
0.0959188785,-0.5651526036,-0.5426902658,-3.5786047787
0.0899826905,-0.6002651968,-0.6426970123,-3.4444227398
0.0830652372,-0.634041286,-0.7388345704,-3.3112932252
0.0752062518,-0.6664912759,-0.8309351754,-3.1791616228
0.0664467524,-0.6976247328,-0.9188996731,-3.0479280804
0.0568284514,-0.7274500598,-1.0026810598,-2.9174691831
0.0463933043,-0.7559743516,-1.082272375,-2.7876534179
0.0351831605,-0.7832033785,-1.1576978725,-2.6583519104
0.0232394891,-0.8091416562,-1.2290066083,-2.5294456153
0.0106031574,-0.8337925727,-1.2962677767,-2.4008298724
-0.0026857499,-0.8571585499,-1.3595672845,-2.2724170238
-0.0165880839,-0.8792412222,-1.4190051823,-2.1441376178
-0.0310657612,-0.900041622,-1.474693672,-2.015940595
-0.0460818768,-0.9195603625,-1.5267554862,-1.8877927554
-0.061600802,-0.937797812,-1.5753224917,-1.7596777349
-0.0775882692,-0.9547542566,-1.6205344141,-1.6315946667
-0.0940114438,-0.9704300473,-1.6625376105,-1.5035566634
-0.1108389852,-0.9848257325,-1.7014838403,-1.3755892314
-0.128041094,-0.9979421737,-1.7375289997,-1.2477287067
-0.1455895474,-1.0097806462,-1.7708317965,-1.1200207875
-0.1634577198,-1.0203429256,-1.8015523461,-0.9925192298
-0.1816205907,-1.0296313628,-1.829850675,-0.8652847655
-0.2000547351,-1.0376489483,-1.855885116,-0.7383842963
-0.2187382987,-1.0443993713,-1.8798105774,-0.6118904187
-0.2376509546,-1.0498870747,-1.901776668,-0.4858813298
-0.2567738408,-1.054117312,-1.9219256509,-0.3604411684
-0.2760894754,-1.0570962092,-1.9403901962,-0.2356608444
-0.2955816494,-1.0588308385,-1.957290898,-0.1116394128
-0.315235293,-1.0593293076,-1.9727335152,0.0115139521
-0.335036312,-1.0586008726,-1.986805895,0.1336773297
-0.3549713932,-1.05665608,-1.9995745392,0.2547127255
-0.3750277724,-1.0535069465,-2.011080782,0.3744620118
-0.3951929625,-1.0491671817,-2.0213365648,0.4927421328
-0.415454438,-1.0436524639,-2.0303198252,0.6093396131
-0.4357992703,-1.0369807726,-2.037969566,0.7240044798
-0.4562137138,-1.0291727857,-2.0441807448,0.836443807
-0.4766827389,-1.0202523415,-2.0487992224,0.9463152311
-0.4971895175,-1.0102469648,-2.0516171469,1.0532209673
-0.5177148637,-0.9991884484,-2.052369309,1.1567030746
-0.5382366461,-0.9871134744,-2.0507311867,1.2562409651
-0.5587291905,-0.9740642447,-2.0463195736,1.3512523794
-0.5791627038,-0.9600890828,-2.0386968075,1.4410992192
-0.599502762,-0.9452429478,-2.0273796314,1.5250996227
-0.6197099111,-0.9295877946,-2.0118535368,1.6025474146
-0.6397394414,-0.9131926997,-1.9915930004,1.6727394335
-0.6595413931,-0.8961336753,-1.9660872815,1.735010203
-0.6790608449,-0.878493103,-1.9348704417,1.7887720231
-0.6982385198,-0.8603587472,-1.8975531381,1.833557028
-0.7170117088,-0.8418223488,-1.8538527789,1.8690564588
-0.7353154791,-0.8229778535,-1.803618152,1.8951517784
-0.7530840904,-0.8039193829,-1.7468449056,1.911932693
-0.770252514,-0.7847391013,-1.6836793661,1.9196987326
-0.7867579268,-0.7655251529,-1.6144099349,1.9189435349
-0.8025410596,-0.7463598408,-1.5394472935,1.9103237528
-0.8175472968,-0.7273181845,-1.4592963459,1.8946168578
-0.8317274638,-0.7084669417,-1.3745238147,1.8726734418
-0.8450382794,-0.6898641198,-1.2857255296,1.8453697284
-0.8574424882,-0.6715589481,-1.1934967999,1.8135650377
-0.8689087189,-0.6535922415,-1.0984081566,1.7780673529
-0.8794111316,-0.6359970627,-1.0009875311,1.7396083955
-0.8889289185,-0.6187995854,-0.901708883,1.6988281284
-0.8974457227,-0.602020067,-0.8009865461,1.6562675666
-0.9049490265,-0.5856738564,-0.6991741695,1.6123682305
-0.9114295483,-0.5697723775,-0.5965670099,1.5674764344
-0.916880677,-0.5543240507,-0.4934064232,1.5218507372
-0.921297959,-0.5393351277,-0.389885588,1.4756711665
-0.924678647,-0.5248104279,-0.2861557235,1.4290491585
-0.9270213118,-0.5107539745,-0.182332283,1.3820374732
-0.9283255149,-0.497169532,-0.0785007886,1.3346396141
-0.928591537,-0.484061054,0.0252778798,1.2868184882
-0.927820157,-0.4714330477,0.1289628226,1.2385041993
-0.9260124731,-0.4592908651,0.2325290932,1.1896009663
-0.9231697626,-0.4476409293,0.3359642665,1.1399932304
-0.9192933721,-0.4364909041,0.4392655352,1.0895510497
-0.9143846346,-0.4258498119,0.5424372483,1.0381349073
-0.9084448095,-0.4157281069,0.6454888017,0.9856000637
-0.9014750417,-0.4061377064,0.7484327823,0.9318005919
-0.8934763388,-0.3970919833,0.8512832668,0.8765932364
-0.8844495643,-0.3886057201,0.954054173,0.8198412358
-0.8743954472,-0.3806950247,1.0567575574,0.7614182569
-0.8633146099,-0.3733772059,1.1594017462,0.7012125908
-0.8512076153,-0.3666706056,1.2619891788,0.6391317746
-0.8380750373,-0.3605943815,1.3645138324,0.5751078104
-0.8239175595,-0.3551682347,1.4669580864,0.5091031681
-0.8087361087,-0.3504120729,1.5692888741,0.4411177672
-0.7925320303,-0.3463455979,1.6714529646,0.3711971345
-0.7753073164,-0.3429878059,1.7733712234,0.2994419253
-0.7570648962,-0.3403563846,1.8749317194,0.2260189525
-0.7378090009,-0.3384669928,1.9759816003,0.1511737898
-0.7175456176,-0.3373324057,2.0763177496,0.0752448687
-0.6962830407,-0.3369615126,2.1756763956,-0.0013212452
-0.6740325329,-0.3373581573,2.2737220792,-0.0779540629
-0.6508090979,-0.33851982,2.3700367182,-0.153944022
-0.626632359,-0.3404361554,2.4641099368,-0.2284297566
-0.6015275249,-0.3430874205,2.555332332,-0.3003902873
-0.5755264031,-0.3464428572,2.6429938439,-0.3686453443
-0.5486683978,-0.3504591269,2.7262897627,-0.4318675292
-0.5210014028,-0.3550789361,2.8043369081,-0.4886099993
-0.4925824765,-0.3602300244,2.8762019388,-0.5373524616
-0.4634781698,-0.3658247077,2.9409423625,-0.5765662005
-0.4337643826,-0.3717601645,2.9976586092,-0.6047956005
-0.4035256523,-0.377919606,3.0455527803,-0.6207495864
-0.3728538376,-0.3841743879,3.0839870738,-0.6233925688
-0.3418462394,-0.390386998,3.1125333341,-0.6120221929
-0.3106032931,-0.3964147231,3.1310054996,-0.5863216481
-0.2792260391,-0.402113686,3.139469234,-0.5463779282
-0.2478136184,-0.407342883,3.1382271745,-0.4926634864
-0.2164610349,-0.4119678597,3.1277828236,-0.4259854514
-0.1852573701,-0.4158637367,3.1087897342,-0.3474119339
-0.1542845609,-0.4189174137,3.0819943487,-0.2581875593
-0.1236167581,-0.4210289052,3.0481804635,-0.1596499251
-0.093320216,-0.4221118715,3.0081213499,-0.0531559689
-0.0634536116,-0.4220934784,2.9625429503,0.0599765051
-0.0340686712,-0.4209137557,2.9120990848,0.1785104748
-0.0052109872,-0.4185246222,2.8573577655,0.3013155621
0.0230790807,-0.4148887256,2.7987966465,0.4273807324
0.0507654978,-0.409978213,2.7368052673,0.5558170644
0.0778156981,-0.4037735158,2.6716918383,0.6858537292
