0.9948,0.9948,0.9948,0.9948,0
0.9948,0.9443418894,0.9443418894,0.9942953958,0.1
0.8938837788,0.7895433736,0.7895433736,0.992781307,0.2
0.6876709392,0.5324716689,0.5324716689,0.990256909,0.3
0.3688657643,0.2415782516,0.2415782516,0.9867208429,0.4
-0.0344402618,-0.010165233,-0.010165233,0.9821712388,0.5
-0.3810275733,-0.2039680279,-0.2039680279,0.9766057533,0.6
-0.6655150567,-0.305458165,-0.305458165,0.9700216207,0.7
-0.8807752148,-0.2780845412,-0.2780845412,0.9624157254,0.8
-0.9666373513,-0.1843072249,-0.1843072249,0.9537846983,0.9
-0.851312802,-0.1956783019,-0.1956783019,0.9441250453,1
-0.4700524972,-0.2561933951,-0.2561933951,0.9334333156,1.1
0.1592715902,-0.3299566501,-0.3299566501,0.9217063197,1.2
0.2325060664,-0.3954610516,-0.3954610516,0.9089414073,1.3
0.3061079865,-0.4455898426,-0.4455898426,0.8951368196,1.4
0.3815187029,-0.485982218,-0.485982218,0.8802921273,1.5
0.4423573491,-0.5317186292,-0.5317186292,0.864408768,1.6
0.4682146556,-0.5912534661,-0.5912534661,0.8474906932,1.7
0.4443803253,-0.601535257,-0.601535257,0.8295451309,1.8
0.3635117271,-0.4908885373,-0.4908885373,0.8105834597,1.9
0.2246750052,-0.2705987178,-0.2705987178,0.7906221791,2
0.0332761857,0.0398711003,0.0398711003,0.7696839383,2.1
-0.1977119961,0.3977864185,0.3977864185,0.7477985652,2.2
-0.4470916558,0.6760682318,0.6760682318,0.7250040065,2.3
-0.6879630463,0.8454480981,0.8454480981,0.7013470688,2.4
-0.8933662955,0.9023380849,0.9023380849,0.6768838288,2.5
-1.0406877493,0.8423004325,0.8423004325,0.6516795869,2.6
-1.110455473,0.6822562336,0.6822562336,0.6258082618,2.7
-1.0821663415,0.5055895534,0.5055895534,0.5993511812,2.8
-0.939605616,0.3337786868,0.3337786868,0.5723953063,2.9
-0.6806405488,0.1630541912,0.1630541912,0.5450310115,3
-0.2919097713,0.0060930212,0.0060930212,0.5173496244,3.1
0.3132616882,-0.1039795966,-0.1039795966,0.4894409676,3.2
1.2085357526,-0.1166823002,-0.1166823002,0.4613911427,3.3
1.2316501233,0.0212774592,0.0212774592,0.4332807478,3.4
1.1653552246,0.1191969049,0.1191969049,0.4051836405,3.5
1.0104373968,0.0686635958,0.0686635958,0.3771662762,3.6
0.7786852527,-0.0555327033,-0.0555327033,0.3492875745,3.7
0.4949554287,-0.2090459809,-0.2090459809,0.321599219,3.8
0.1707412106,-0.3643973313,-0.3643973313,0.2941462761,3.9
-0.2328546919,-0.5144351337,-0.5144351337,0.2669680118,4
-0.8354372519,-0.6665917336,-0.6665917336,0.2400988091,4.1
-1.6585537869,-0.817993193,-0.817993193,0.2135691014,4.2
-1.5989396043,-0.8832051974,-0.8832051974,0.1874062692,4.3
-1.4429273139,-0.8198359471,-0.8198359471,0.1616354612,4.4
-1.1900587203,-0.6380021597,-0.6380021597,0.1362803212,4.5
-0.832805237,-0.3444024329,-0.3444024329,0.111363614,4.6
-0.3743151093,0.0500934956,0.0500934956,0.086907749,4.7
0.1376553076,0.4103433839,0.4103433839,0.062935209,4.8
0.5968047279,0.6623380766,0.6623380766,0.0394688915,4.9
0.9344999385,0.7985685205,0.7985685205,0.0165323711,5
1.2218694833,0.8010327108,0.8010327108,-0.0058499063,5.1
1.5582633367,0.6674501892,0.6674501892,-0.0276524899,5.2
2.0288467985,0.5177974594,0.5177974594,-0.0488488425,5.3
2.0625603755,0.3954025832,0.3954025832,-0.0694113035,5.4
1.873272424,0.2717557,0.2717557,-0.089311092,5.5
1.4337959947,0.1364646856,0.1364646856,-0.1085183433,5.6
0.7784058954,-0.0039888879,-0.0039888879,-0.1270021758,5.7
0.0066030739,-0.1229007423,-0.1229007423,-0.144730785,5.8
-0.8129901865,-0.1746685258,-0.1746685258,-0.1616715631,5.9
-1.5545814721,-0.0996720676,-0.0996720676,-0.1777912441,6
-2.0700241582,0.1631794529,0.1631794529,-0.1930560745,6.1
-2.4015618326,0.2173199447,0.2173199447,-0.2074320153,6.2
-2.6856968792,0.1534289593,0.1534289593,-0.2208849772,6.3
-2.9675995532,0.0235259874,0.0235259874,-0.2333811024,6.4
-3.2617110136,-0.13192578,-0.13192578,-0.2448871021,6.5
-3.5087114205,-0.2901045747,-0.2901045747,-0.2553706688,6.6
-3.6987936661,-0.4497195492,-0.4497195492,-0.2648009868,6.7
-3.8481636302,-0.6261349993,-0.6261349993,-0.2731493699,6.8
-3.9357535277,-0.8161529527,-0.8161529527,-0.2803900639,6.9
-3.9587546116,-0.8858743023,-0.8858743023,-0.286501257,7
-4.1738765294,-0.8214745134,-0.8214745134,-0.2914663465,7.1
-4.6236721001,-0.6397196252,-0.6397196252,-0.2952755094,7.2
-5.274115679,-0.3497365095,-0.3497365095,-0.297927613,7.3
-6.3155481998,0.0506670572,0.0506670572,-0.2994324759,7.4
-6.510090701,0.452875635,0.452875635,-0.2998134363,7.5
-6.6986912611,0.7289471877,0.7289471877,-0.2991100982,7.6
-6.848191664,0.8973693836,0.8973693836,-0.2973810091,7.7
-6.9088646846,0.9461743519,0.9461743519,-0.2947058767,7.8
-6.8308176904,0.8595554773,0.8595554773,-0.291186806,7.9
-6.581300991,0.6341775138,0.6341775138,-0.2869479754,8
