0.4363,0,0,0.4363,0,0,0.4363,0,0,0.4363,0,0,0
0.4363,-1.0091622124,0.4416837632,0.4583841882,-1.0310641979,0.4872412418,0.4365208419,-0.1009381232,0.0442139338,0.4365209224,-0.1009254453,0.0442005654,0.1
0.4804683763,-2.0621283959,0.9744824836,0.5336160472,-2.0795833219,1.086463645,0.437184306,-0.2019314635,0.0886206104,0.437184654,-0.2019060773,0.0885938298,0.2
0.5779166247,-3.1880517482,1.7234352601,0.6703260497,-2.778735609,1.2527967077,0.4382932796,-0.3030343218,0.1334103819,0.4382940766,-0.3029961955,0.1333701574,0.3
0.7502601507,-4.033060261,2.1393317929,0.772755941,-2.6928653464,0.2512504577,0.439852536,-0.4042991424,0.1787688097,0.4398539537,-0.404248245,0.1787151244,0.4
0.96419333,-3.4658731154,0.339277365,0.7301814651,-2.227598296,-1.1746289531,0.4418686735,-0.5057753793,0.2248739676,0.4418708698,-0.5057116847,0.2248068243,0.5
0.9981210665,-2.8448748339,-1.8120311071,0.5419221543,-1.4690346211,-2.5771339972,0.4443500267,-0.6075081076,0.2718933695,0.4443531399,-0.6074316007,0.2718127986,0.6
0.8169179558,-2.1526015813,-3.5620520551,0.2182574027,-0.3453208829,-3.922398552,0.4473065438,-0.7095362783,0.3199803772,0.4473106874,-0.7094469633,0.3198864477,0.7
0.4607127502,-0.8586213651,-4.8522641496,-0.2384988391,0.735288568,-4.9445332425,0.4507496261,-0.8118905043,0.3692699237,0.4507548812,-0.8117884161,0.3691627575,0.8
-0.0245136647,1.1532454933,-5.8170578236,-0.741715775,0.3213369485,-4.1391877505,0.45469192,-0.9145902479,0.4198733696,0.4546983272,-0.914475466,0.4197531599,0.9
-0.6062194471,3.8126030483,-7.4644993082,-1.085339893,-0.3557861996,-2.8450800917,0.459147053,-1.0176402695,0.4718722916,0.4591546024,-1.0175129356,0.4717393268,1
-1.3526693779,6.2932408741,-9.6653432265,-1.3103156996,-0.6679945913,-1.7101418293,0.4641293023,-1.1210261823,0.5253109889,0.4641379211,-1.1208865221,0.5251656822,1.1
-2.3192037006,0.7323447612,-2.11756638,-1.4286029269,-0.6920907394,-0.683236367,0.4696531805,-1.2247089575,0.5801874926,0.4696627188,-1.2245573079,0.5800304191,1.2
-2.5309603385,0.7360192011,-1.3635374257,-1.4479730644,-0.5732524505,0.2746979547,0.4757329238,-1.3286182366,0.6364428848,0.4757431383,-1.3284550784,0.6362748285,1.3
-2.6673140811,0.7541071644,-0.7648099612,-1.3740101503,-0.447732626,1.2013201071,0.4823818654,-1.4326443448,0.6939487967,0.4823923992,-1.4324703434,0.6937708095,1.4
-2.7437950772,0.6083864621,-0.4513936234,-1.2076458929,-0.4271464831,2.1505006273,0.4896116727,-1.5366289826,0.7524930787,0.4896220345,-1.536445037,0.7523065534,1.5
-2.7889344396,0.2585730651,-0.4209171046,-0.9439203562,-0.5371464984,3.1242738,0.4974314346,-1.6403547137,0.8117638441,0.4974409744,-1.6401620158,0.8115706071,1.6
-2.83102615,-0.2383433036,-0.5779488859,-0.5858989849,-0.3817426746,3.6570896104,0.5058465802,-1.7435335905,0.8713324241,0.5058544659,-1.7433336971,0.8711348487,1.7
-2.8888210386,-0.8086859816,-0.8426246133,-0.220991518,0.5386644428,3.1669694485,0.5148576246,-1.8457955883,0.9306362444,0.5148628198,-1.8455905047,0.9304373902,1.8
-2.9730834999,-1.3883672189,-1.179064658,0.0531888494,1.677103392,2.1543460123,0.5244587466,-1.946677951,0.9889632771,0.5244599929,-1.9464702277,0.9887670545,1.9
-3.0909899657,-1.9139881949,-1.5677152968,0.213751536,2.6777929461,0.8737622623,0.5346362239,-2.0456170846,1.0454404801,0.5346320336,-2.045409922,1.0452518378,2
-3.2477614954,-2.3098818181,-1.9715037963,0.2362590543,3.4004139431,-0.3890582805,0.54536678,-2.1419451804,1.0990294431,0.5453554437,-2.1417425332,1.0988545652,2.1
-3.4449118751,-2.4937965975,-2.3316442387,0.1570724389,3.1842141962,-0.3713786668,0.5566159328,-2.2348941946,1.1485330852,0.5565955498,-2.2347008596,1.1483795755,2.2
-3.6780762989,-2.4087139051,-2.605306666,0.1633376849,2.2251181092,0.6247212755,0.5683364758,-2.3236099194,1.1926174149,0.5683050123,-2.3234315809,1.1924944263,2.3
-3.9386069655,-2.0540324919,-2.8047312172,0.276285567,1.1196265822,1.5109342621,0.5804672613,-2.4071783973,1.2298516513,0.5804226419,-2.4070215963,1.2297699066,2.4
-4.2190800873,-1.4732145379,-2.9742488611,0.463781082,-0.0306935147,2.1891886659,0.5929324827,-2.4846656048,1.2587680934,0.5928727143,-2.4845375947,1.2587397329,2.5
-4.5165049734,-0.6976772367,-3.1147109515,0.7123597589,-1.1383767928,2.7167923979,0.605641652,-2.5551690989,1.2779398837,0.605564974,-2.5550775589,1.2779780836,2.6
-4.8279760685,0.2828913144,-3.1656279772,0.9986681086,-1.6860911764,2.4841374285,0.6184904344,-2.6178774354,1.2860706329,0.6183954794,-2.6178300357,1.2861889735,2.7
-5.1445388662,1.4256072551,-3.1850657424,1.2091196717,-1.7335154219,1.5011244132,0.6313624148,-2.6721303217,1.2820857287,0.6312483608,-2.6721341745,1.2822973466,2.8
-5.4630454405,2.5896506718,-3.5322838666,1.3025071894,-1.7191666619,0.3312988826,0.6441317563,-2.71747065,1.2652124629,0.6439984445,-2.7175317214,1.2655290908,2.9
-5.8162738271,3.8873077753,-4.6638587359,1.2755355716,-1.6464354262,-0.9022715757,0.6566665701,-2.7536796913,1.2350362243,0.6565145674,-2.7538022797,1.2354672742,3
-6.2826597007,6.0517145953,-7.3717303294,1.1228748633,-1.3411920628,-2.169510977,0.6688327,-2.7807891992,1.1915234702,0.6686632947,-2.7809755874,1.1920753292,3.1
-7.0198327337,8.9527406439,-11.2059009178,0.8431285417,-0.6159527578,-3.4628150444,0.6804975574,-2.7990684558,1.1350082956,0.6803126878,-2.7993188087,1.135683962,3.2
-8.1404228254,0.2311437072,0.7449433758,0.4301626666,0.6394058237,-4.971583954,0.6915336428,-2.8089891198,1.0661463551,0.6913357726,-2.8093016431,1.0669454652,3.3
-8.0659284878,-0.6629489877,0.793894372,-0.15171753,1.3635932934,-5.7667935187,0.7018214633,-2.8111745959,0.9858455064,0.7016134244,-2.8115459109,0.9867647101,3.4
-7.9865390506,-1.5491782778,0.878470993,-0.681524781,0.1841318338,-4.4553222246,0.7112516691,-2.8063424998,0.8951853161,0.711036497,-2.8067681503,0.8962188964,3.5
-7.8986919513,-2.3175214414,1.1746418893,-1.0480666147,-0.8628281249,-3.0470766443,0.7197263606,-2.795248438,0.7953371906,0.7195071427,-2.7957234322,0.7964777932,3.6
-7.7812277624,-2.8372982399,1.9663096588,-1.2903428427,-1.3866591256,-1.7828135378,0.7271596247,-2.7786373193,0.6874941506,0.7269393758,-2.7791566274,0.6887335022,3.7
-7.5845967965,-3.242142181,3.2937085867,-1.4075668936,-1.5392643487,-0.548041607,0.7334774345,-2.7572057253,0.572815475,0.7332590054,-2.7577646794,0.574145005,3.8
-7.2552259379,-4.035959025,5.0853370731,-1.402468886,-1.5210726225,0.6328607091,0.7386170759,-2.7315763082,0.452387822,0.7384030955,-2.732170886,0.4537991446,3.9
-6.7466922306,-6.0258255994,8.2027347608,-1.2819611586,-1.5074093952,1.767016682,0.7425262669,-2.7022833118,0.3272017313,0.7423191136,-2.7029103064,0.3286869793,4
-5.9264187545,-8.2311653499,11.617922816,-1.0493816199,-1.5333890399,2.8245830453,0.7451621137,-2.6697672337,0.1981408474,0.744963909,-2.6704243282,0.1996928735,4.1
-4.7646264729,0.5961418255,1.7175465896,-0.7218407512,-1.0955651426,3.1916513115,0.7464900146,-2.634376284,0.0659806309,0.7463026323,-2.6350620552,0.0675931037,4.2
-4.5928718139,1.5601229039,1.7035184673,-0.4150138465,0.0162555595,2.6807962881,0.7464825894,-2.5963724045,-0.0686065568,0.7463076754,-2.597086278,-0.0669391336,4.3
-4.4225199672,2.5286859368,1.7243424389,-0.1822770913,1.2357617485,1.8998661718,0.745118686,-2.5559399763,-0.2050426269,0.7449576823,-2.5566821538,-0.2033249444,4.4
-4.2500857233,3.5725348327,1.9185425797,-0.0347661908,2.3887050101,0.8500028685,0.7423824873,-2.5131957976,-0.3428332034,0.7422366583,-2.5139671702,-0.3410692069,4.5
-4.0582314653,4.5849012767,2.1544031215,-0.0093175586,3.4768434611,-0.5208025024,0.7382627287,-2.4681993392,-0.4815567435,0.7381331862,-2.4690013968,-0.4797497039,4.6
-3.8427911532,5.1197041694,1.7336152769,-0.1250256672,3.8389817751,-0.9583204223,0.7327520234,-2.4209626441,-0.6208542453,0.7326397497,-2.4217973873,-0.6190068334,4.7
-3.6694296255,4.5914942031,-0.240484753,-0.1786223075,3.0399112062,0.3626098027,0.7258462859,-2.3714595069,-0.7604200622,0.7257521545,-2.3723293647,-0.7585344185,4.8
-3.6934781008,3.3769521055,-2.9911412425,-0.0647523539,1.9311325085,1.7449920144,0.7175442411,-2.3196337614,-0.8999940672,0.7174690342,-2.3205415156,-0.8980718635,4.9
-3.992592225,2.873695448,-4.7514117756,0.1678095115,0.6757762273,2.797640154,0.707847005,-2.2654066265,-1.0393552216,0.7077914276,-2.2663553431,-1.0373977125,5
-4.4677334026,3.3639385345,-6.3996142752,0.4933203452,-0.6964737096,3.7098847546,0.6967577223,-2.2086831411,-1.1783164846,0.6967224145,-2.2096761085,-1.1763245488,5.1
-5.1076948301,4.7058346176,-9.0957322248,0.9027713722,-1.4601829928,3.8192015518,0.6842812486,-2.1493577555,-1.3167209329,0.6842667951,-2.1503984285,-1.3146951045,5.2
-6.0172680526,0.3371357705,-5.1205080215,1.2472729148,-1.3367443515,2.778261776,0.6704238664,-2.0873191747,-1.4544389182,0.6704308038,-2.0884111218,-1.452379409,5.3
-6.5293188548,-1.8928795151,-5.7927183794,1.4642773663,-1.2398392863,1.6310598737,0.6551930234,-2.0224545479,-1.5913660753,0.6552218469,-2.0236014037,-1.5892727898,5.4
-7.1085906927,-4.3947642931,-6.9719381377,1.5717609059,-1.3027091927,0.5254621087,0.6385970887,-1.9546531109,-1.7274219841,0.6386482569,-1.9558585293,-1.725294529,5.5
-7.8057845065,-6.5539009934,-7.3748578683,1.5684739341,-1.387633829,-0.6171728732,0.6206451182,-1.8838093786,-1.8625492879,0.6207190574,-1.8850769881,-1.8603869782,5.6
-8.5432702933,-7.7180282147,-6.7492658505,1.4484555393,-1.3056813598,-1.7961107756,0.6013466276,-1.8098259966,-1.9967130644,0.6014437356,-1.8111593548,-1.9945149288,5.7
